,год,время_года,климат,город,страна,способ_охлаждения,режим_при_смешанном_типе_охлаждения,способ_обогрева,возраст,пол,ощущение_температуры,ощущение_температуры_(bool),предпочтительное_изменение_температуры,ощущение_движения_воздуха_(bool),предпочтительное_изменение_движения_воздуха,оценка_комфорта,утепление,температура_воздуха_в_помещении,rh,скорость_воздуха,рост,вес,занавески,вентилятор,окно,двери,среднемесячная_температура_на_улице,количество_рекламаций,countmen,реклам_категория,возрастная_категория,precent_satisf,стандр_комф_вл
89,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,1.0,1.0,Без изменений,0.0,Без изменений,,0.41,24.5,64.4,0.07,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
90,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,2.0,0.0,Холоднее,0.0,Больше,,0.39,24.3,68.5,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
91,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,45,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.82,23.4,57.1,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,OK
92,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.46,24.2,59.5,0.16,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
93,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.46,25.2,54.5,0.1,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
94,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.43,25.2,68.3,0.06,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
95,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,0.0,1.0,Без изменений,0.0,Меньше,,0.4,25.6,70.4,0.31,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,not OK
96,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,24.3,72.1,0.09,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,not OK
97,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.41,24.7,58.0,0.07,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
98,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.41,24.5,52.5,0.08,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,78,OK
99,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.63,24.2,43.5,0.09,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,OK
100,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,25,Мужской,0.8,1.0,Без изменений,0.0,Больше,,0.52,22.8,59.0,0.08,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,78,OK
101,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.43,24.0,63.9,0.09,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,not OK
102,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,25,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.38,22.5,49.3,0.11,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,57,OK
103,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,1.0,1.0,Без изменений,1.0,Без изменений,,0.42,24.6,56.6,0.08,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,OK
104,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,65,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.64,25.0,35.7,0.19,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,пожилой возраст,57,not OK
105,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,1.1,1.0,Холоднее,1.0,Больше,,0.41,25.2,67.4,0.05,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,not OK
106,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.58,23.5,57.6,0.1,170.2,63.0,0.0,1.0,1.0,0.0,22.0,0,1,мало,средний возраст,78,OK
107,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.46,24.2,53.1,0.1,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,78,OK
108,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.43,23.5,62.3,0.07,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,not OK
109,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,-1.0,1.0,Теплее,1.0,Без изменений,,0.66,25.0,74.1,0.05,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
110,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.46,22.3,68.6,0.12,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,78,not OK
111,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,-1.0,1.0,Теплее,0.0,Меньше,,0.59,23.6,54.3,0.1,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
112,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,0.0,Холоднее,1.0,Без изменений,,0.4,24.4,71.8,0.05,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,not OK
113,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Мужской,1.0,1.0,Без изменений,1.0,Больше,,0.5,23.7,62.4,0.14,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,not OK
114,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Мужской,1.1,1.0,Холоднее,1.0,Без изменений,,0.55,22.4,58.2,0.05,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
115,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,25,Женский,1.0,1.0,Без изменений,1.0,Без изменений,,0.64,25.4,56.3,0.05,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,57,OK
116,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,1.0,1.0,Без изменений,0.0,Больше,,0.46,25.2,69.7,0.06,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,not OK
117,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.41,24.8,71.1,0.07,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,not OK
118,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,1.0,0.0,Холоднее,1.0,Без изменений,,0.41,24.7,56.3,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
119,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,65,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,24.9,61.4,0.08,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,пожилой возраст,78,not OK
120,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,1.0,Холоднее,0.0,Больше,,0.46,24.3,62.4,0.1,170.2,63.0,0.0,1.0,0.0,1.0,22.0,0,1,мало,средний возраст,78,not OK
121,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,1.0,1.0,Холоднее,1.0,Без изменений,,0.46,25.4,59.2,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
122,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.36,23.6,64.1,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,not OK
123,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,0.0,Холоднее,0.0,Больше,,0.5,25.4,64.0,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,not OK
124,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Мужской,1.0,1.0,Холоднее,0.0,Больше,,0.41,21.9,60.6,0.08,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,78,not OK
125,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,24.4,59.3,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
126,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,1.0,0.0,Холоднее,1.0,Больше,,0.52,25.0,64.0,0.06,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,not OK
127,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,25.2,72.7,0.08,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,78,not OK
128,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,2.0,0.0,Холоднее,0.0,Больше,,0.37,25.0,50.9,0.09,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,OK
129,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Женский,1.0,1.0,Холоднее,1.0,Без изменений,,0.37,24.2,54.6,0.11,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,57,OK
130,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,0.0,Холоднее,0.0,Больше,,0.4,24.4,58.2,0.13,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,78,OK
131,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,1.0,0.0,Холоднее,0.0,Больше,,0.41,24.9,60.2,0.06,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,not OK
132,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,-0.1,1.0,Без изменений,1.0,Без изменений,,0.46,24.5,71.7,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,not OK
133,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,24.6,55.5,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
134,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,0.8,1.0,Холоднее,0.0,Больше,,0.39,23.6,54.3,0.11,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,OK
135,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,65,Женский,-1.0,1.0,Теплее,0.0,Меньше,,0.51,25.1,60.3,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,пожилой возраст,57,not OK
136,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,2.0,0.0,Холоднее,1.0,Без изменений,,0.41,25.4,50.4,0.07,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,78,OK
137,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Женский,2.0,0.0,Холоднее,0.0,Больше,,0.39,25.0,65.4,0.04,170.2,63.0,0.0,1.0,0.0,1.0,22.0,0,1,мало,молодой возраст,57,not OK
138,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,25.0,73.1,0.07,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,78,not OK
139,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,23.6,58.1,0.06,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
140,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,65,Женский,1.1,0.0,Холоднее,0.0,Больше,,0.42,24.1,55.6,0.13,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,пожилой возраст,57,OK
141,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.46,24.1,66.8,0.11,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,78,not OK
142,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.41,24.8,69.8,0.08,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,78,not OK
143,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.43,23.9,53.7,0.08,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,57,OK
144,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.5,24.5,54.3,0.06,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,78,OK
145,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,0.0,Больше,,0.46,24.1,55.6,0.12,170.2,63.0,0.0,1.0,1.0,0.0,22.0,0,1,мало,средний возраст,78,OK
146,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,55,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.41,22.5,49.4,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,OK
147,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,3.0,0.0,Холоднее,0.0,Больше,,0.52,22.9,59.0,0.14,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,OK
148,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,1.0,0.0,Холоднее,0.0,Больше,,0.42,24.4,59.6,0.06,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,OK
149,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.56,21.1,53.6,0.06,170.2,63.0,0.0,1.0,1.0,0.0,22.0,0,1,мало,молодой возраст,57,OK
150,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.46,25.1,54.8,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
151,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,25,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.56,24.0,75.7,0.07,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,57,not OK
152,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,25.7,60.4,0.12,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,not OK
153,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,25,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.43,24.4,59.6,0.07,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,57,OK
154,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.43,24.8,73.5,0.06,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,78,not OK
155,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.42,24.0,70.7,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
156,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,23.1,61.9,0.12,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,not OK
157,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.39,23.8,54.2,0.13,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,OK
158,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,22.3,52.5,0.14,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
159,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,1.0,0.0,Холоднее,0.0,Больше,,0.46,25.4,56.2,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
160,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,1.2,1.0,Без изменений,1.0,Без изменений,,0.46,25.4,70.2,0.12,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,not OK
161,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,45,Женский,1.0,0.0,Холоднее,0.0,Больше,,0.55,24.7,48.9,0.06,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,OK
162,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55,Женский,0.0,1.0,Без изменений,1.0,Меньше,,0.59,22.6,66.3,0.21,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,not OK
163,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,0.0,Больше,,0.46,23.8,53.8,0.03,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
164,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,2.0,0.0,Холоднее,0.0,Больше,,0.39,22.7,67.2,0.18,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
165,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,55,Женский,1.6,0.0,Холоднее,1.0,Больше,,0.37,24.0,60.5,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
166,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,23.7,54.4,0.16,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
167,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,65,Женский,-2.0,0.0,Теплее,0.0,Меньше,,0.71,25.2,54.4,0.09,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,пожилой возраст,57,OK
168,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,25,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.52,25.1,51.7,0.09,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,57,OK
169,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.41,22.1,49.9,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
170,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Мужской,1.0,1.0,Без изменений,1.0,Без изменений,,0.41,24.3,59.5,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
171,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,35,Мужской,1.0,1.0,Холоднее,1.0,Без изменений,,0.46,24.3,60.0,0.11,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,78,OK
172,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Вентиляция,Механическое отопление,55,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,23.6,49.5,0.16,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
173,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.42,24.6,67.7,0.1,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,57,not OK
174,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,3.0,0.0,Холоднее,0.0,Больше,,0.39,24.1,76.0,0.22,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
175,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,25.2,61.8,0.05,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,78,not OK
176,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Женский,-1.0,0.0,Теплее,1.0,Без изменений,,0.38,23.5,59.3,0.1,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,молодой возраст,57,OK
177,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,0.0,1.0,Без изменений,1.0,Без изменений,,0.46,25.5,56.0,0.07,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
178,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.44,23.1,61.9,0.08,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
179,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,3.0,0.0,Холоднее,0.0,Больше,,0.39,23.9,63.6,0.21,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,57,not OK
180,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Женский,1.0,0.0,Холоднее,1.0,Без изменений,,0.5,25.1,56.5,0.06,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,средний возраст,57,OK
181,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35,Женский,0.0,1.0,Без изменений,1.0,Без изменений,,0.37,23.0,65.5,0.11,170.2,63.0,0.0,1.0,0.0,0.0,22.0,0,1,мало,молодой возраст,57,not OK
182,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,3.0,1.0,Холоднее,1.0,Без изменений,,0.43,24.5,59.9,0.07,170.2,63.0,0.0,1.0,0.0,1.0,22.0,0,1,мало,средний возраст,78,OK
183,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45,Мужской,1.0,1.0,Холоднее,0.0,Больше,,0.46,24.0,57.3,0.07,170.2,63.0,0.0,1.0,1.0,1.0,22.0,0,1,мало,средний возраст,78,OK
